,event_name,date,description,line_up,event_link,place,city,park_name,park_link,park_latitude,park_longitude,attracion_link,event_latitude,event_longitude
957,BPM: Toribio x Clouclou & Theo x Omma,2/15/2020,"☆ BPM - Brooklyn - Paris - Moscow.  / Honored to make a worldwide connection at Mood Ring. /  / TORIBIO (Brooklyn) / TORIBIO AKA Papi Chu Chu is a Dominican/American DJ and music maker based in Brooklyn. His DJing, are testaments to his emotive and highly danceable style. / Soundcloud: https://soundcloud.com/toribiomusic /  / Clouclou & Theo from La Mamie's (Paris) / Two members of the Parisian collective La Mamie's co-founder of Macki Music Festival and Shi Fu Miz. They are always bringing good energy to the dance-floors.  / Soundcloud: https://soundcloud.com/lamamies /  / OMMA (Moscow): / Co-founder of 16 Pineapples and member of Playtronica, OMMA is a Russian producer/DJ who released music on Rush Hour and Antinote. Dreamy pads and dancy beats! / Soundcloud: https://soundcloud.com/olga-maximova /  / ☆☆ /  / 21+ / free before midnight, $10 after /  / ☆☆ / ☆☆ /  / Mood Ring has a strict zero tolerance for harassment policy: racism, sexism, transphobia, homophobia, or harassment of any kind will result in you being removed and banned. Do not touch anyone without their consent, and do not pressure anyone into interacting with you. If you experience or witness any issues, please notify security, staff at the bar, or out on the floor. Party compassionately: look out for each other.","Toribio , Clouclou & Theo (La Mamie's), OMMA",https://www.residentadvisor.net/events/1380582,Mood Ring,new york,Nino Picnic Site,https://www.rei.com/campgrounds/camp/115201858/nino-picnic-site,34.2264,-118.1799,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.6977941', '-73.9269769'
958,Throttle,2/15/2020,,"Throttle, ",https://www.residentadvisor.net/events/1362376,Webster Hall,new york,Paul Little Picnic Site,https://www.rei.com/campgrounds/camp/115201859/paul-little-picnic-site,34.2296,-118.1769,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.73176155', '-73.9890945171458'
959,The Office presents: Raw Music By: K,2/15/2020,Raw Static Membership Saturday morning after hours is just that RAW! /  / 4am-? /  / For Static membership/location [email protected] or text 9176504124 /  / Go Static!,Kate Garvey,https://www.residentadvisor.net/events/1379606,e Garvey,new york,Stonyvale Picnic Site,https://www.rei.com/campgrounds/camp/115201892/stonyvale-picnic-site,34.2849,-118.2236,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,,
960,Discoteca of L.O.V.E 1 Yearr Anniversary with Funky Seshwa,2/15/2020,"DISCOTECA. An international roaming celebration of moments loved and lost in unison on the dancefloor. Dress up, get down. Smoke fills the room, you lose yourself amongst the theme. Disco, House, Turntables. Are we in a club or someones mansion? From all corners of city, across the world with a DIY ethos. Limelight meets Studio 54 in the early 2000's: DISCOTECA is their Italian-Spanish-French-American born child currently living in NYC.  /  / Join us as we celebrate our Discoteca of LOVE 1 year anniversary with The Funky Seshwa!  /  / Lineup: / Disgonuts / Omer Mil / Willy Soul / Belle Beat /  / ✨🌐✨ / Paradise Club / The Times Square EDITION / 701 7th Ave (47th btwn 6th & 7th Ave) / New York City / Table reservations: [email protected] / 21+","Disgonuts, Omer Mil, Willy Soul, Belle Beat",https://www.residentadvisor.net/events/1383937,Paradise Club,new york,Echo Mountain Picnic Site,https://www.rei.com/campgrounds/camp/115201857/echo-mountain-picnic-site,34.2118,-118.1211,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.75923265', '-73.984077268162'
961,Dream Tech,2/15/2020,"A better dream begins with Dream Tech.  /  / Dream Tech Industries and The Umbrella Factory are proud to present an evening of dreamy future sounds from the groovy brothers: Plug, Willy Bonka, and EPJ.","Plug, Willy Bonka, EPJ, Boycotti",https://www.residentadvisor.net/events/1386493,Beverly's NYC,new york,Vogel Flat Picnic Site,https://www.rei.com/campgrounds/camp/115201893/vogel-flat-picnic-site,34.2881,-118.2271,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.7153863', '-73.990065'
962,Deep Sugar NYC Valentine's / President's Day Weekend,2/15/2020,"#DSNYC this Valentine’s / President’s Day Weekend - Saturday, February 15, 2020!! / “The Sugar Girl Squad” ULTRA NATÉ & LISA MOODY shaking your body down to the ground all night! /  / LE BAIN ROOFTOP BAR / Doors 10pm til 4am /  / #RSVP - CLICK “GOING” ON EVENT PAGE TO HAVE YOUR NAME ADDED TO THE LIST. /  / https://www.facebook.com/events/516401538965496/",ULTRA NATÉ & LISA MOODY,https://www.residentadvisor.net/events/1369900,The Standard,new york,Angeles National Forest Supervisor's Office,https://www.rei.com/campgrounds/camp/115210435/angeles-national-forest-supervisors-office,34.1481,-118.0338,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.7412916', '-74.0080457'
963,SNL: Marswe,2/15/2020,saturday night love...  /  / Benjamin Roeder /  / marsweather  /  / bryce david  /  / happy bday 2 mariooooo /  / free b4 12 / $10 after,"Marsweather, bryce david, Benjamin Roeder",https://www.residentadvisor.net/events/1379609,"her, Benjamin Roeder, and Bryce David",new york,Inspiration Point Interpretive Site,https://www.rei.com/campgrounds/camp/115201871/inspiration-point-interpretive-site,34.2215,-118.1094,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.7105116', '-73.9541345'
964,Kind Mischief Vol.1 Fundraising for Project Renewal,2/15/2020,"An Art+Music Experience Fundraising for Project Renewal... /  / For Volume 1 we're proud to partner with Project Renewal to provide job coaching and placement services for 20 individuals through their Culinary Arts Training Program. Project Renewal's C.A.T.P. empowers homeless to renew their lives through training, certification, and job placement in the culinary arts. Proceeds from the event go to support this initiative. /  / Visual experience curated by THEY DIDN'T TELL YOU COLLECTIVE featuring artwork from Dimitri Santaella and Max Sheridan. /  / Performances by LOFTBLUE, CAVIER, and STEPHEN JAMES. /  / Cocktails provided by 1800 TEQUILA (free with entry) /  / 21+ /  / ------------------------------------------------------------------------------ /  / 8-10pm | Gallery viewing /  / 10pm | Party Begins /  / 11:30pm | Cavier + Stephen James /  / 12:00am | TheLoftBlue /  / 3am | Doors Close /  / DJ All Night /  / ------------------------------------------------------------------------------ /  / Kind Mischief is a charitable event series that provides a platform for local visual artists and musicians. Each party achieves a goal with real impact for people in our communities. /  / Visit KindMischief.com to learn more. /  / Follow us @kindmischief","TheLoftBlue, Cavier, StephenJamesTheArtist",https://www.residentadvisor.net/events/1384171,TBA - New York,new york,Wildwood Picnic Site,https://www.rei.com/campgrounds/camp/115201894/wildwood-picnic-site,34.2944,-118.2407,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,,
965,Little Black Dress Affair S,2/15/2020,"Doha Nightclub NYC /  / Bringing you the best nightlife experience! /  / Little Black Dress Affair /  / Hot 97 Bobby Trends Live / alongside Justwin and Bash /  / Ladies Drink On Us Til 12am and (2) Clase Azul $800 /  / Birthday Packages and Bottle Service Available /  / Doha Nightclub is Located at 38-34 31st Street, Long Island City NY 11101 /  / For Reservations 347.334.6717 /  / need more info ?  / visit www.dohanightclubnyc.com",tba,https://www.residentadvisor.net/events/1388188,urday Hot 97 Bobby Trends Live,new york,The Pines Picnic Site - Closed,https://www.rei.com/campgrounds/camp/115201860/the-pines-picnic-site-closed,34.2729,-118.1603,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.751924', '-73.9335188'
966,Kaivon,2/15/2020,,"Kaivon, INZO",https://www.residentadvisor.net/events/1388696,Music Hall of Williamsburg,new york,Clear Creek Information Station,https://www.rei.com/campgrounds/camp/115201866/clear-creek-information-station,34.27,-118.1532,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.9193704347826', '-73.8082018695652'
967,The Show S,2/15/2020,Saturday February 15 /  / Join Us For #TheShowSaturdays At @ClubAmadeusNy (79-51 Albion ave)  /  / Music By / @DjProstyle x @DjNewEraNyc x @DjRickFlow w/ our acrobatic performers / -- / Doors Open @ 11pm / Everyone Free Til 12 On List / For Table /Birthdays Reservations / Text/Call:516-531-3685  / --,"DjProstyle , DjNewEraNyc , DjRickFlow ",https://www.residentadvisor.net/events/1389527,urdays,new york,Nino Picnic Site,https://www.rei.com/campgrounds/camp/115201858/nino-picnic-site,34.2264,-118.1799,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.7392774', '-73.8844964'
968,Faith Lift Party presents We Are Family,2/15/2020,"FLP Presents We Are Family /  / 90s House, Hip Hop, Big Bops & More /  / Jams On Jams / Wit Da Fam! /  / Details: /  / Kinfolk 90 / 90 Wythe Avenue / Brooklyn, NY /  / February 15TH / 10PM-Late /  / Lit Is The Only Option To Get! /  / DJ Sets: /  / LOGAN'S RUN / JCLEF / BRINA PAYNE /  / Hosted by: / ROBERT GARCIA /  / Pull Up & Get Down Cause Cupid's In Town!","Logan's Run, JCELF, Brina Payne ",https://www.residentadvisor.net/events/1389953,Kinfolk 90,new york,Paul Little Picnic Site,https://www.rei.com/campgrounds/camp/115201859/paul-little-picnic-site,34.2296,-118.1769,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.7129224', '-73.9657468'
969,Life and De,2/16/2020,"**REENTRY WILL BE PERMITTED** /  / **ENTRY BEFORE 4PM TICKET HOLDERS WILL PAY A FEE AT THE DOOR FOR ARRIVING AFTER 4PM** /  / Life and Death, one of dance music's cutting edge labels, celebrates 10 years of releasing soulful dance music with a post-rock aesthetic in 2020! DJ Tennis founded Life and Death in 2010 to push back against the minimal wave and bring melody, indie and singing back into the underground. Since then the label has stayed fluid, holding no allegiance to particular genres, focused only making music based on the artists' evolving experience of the present.  /  / 21+  /  / — /  / A limited number of tables are available. To make a reservation please email [email protected] /  / Visiting Brooklyn for the big event? Here’s a bevy of accommodation options for a comfy stay: bit.ly/BKRooms /  / Events at Avant Gardner may contain flashing lights and strobe effects which affect photosensitive individuals.","[a to z], Acid Pauli, Chloe Caillet, Danny Daze, DJ Tennis, DJ Three, Krystal Klear, MoMA Ready, Moodymann, O.BEE, Oona Dahl, Palms Trax, Perel, Vivian Koch",https://www.residentadvisor.net/events/1360637,"h NY - DJ Tennis, Moodymann, Acid Pauli & More",new york,Los Angeles Gateway District,https://www.rei.com/campgrounds/camp/115201820/los-angeles-gateway-district,34.2941,-118.3616,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.7105692', '-73.9263982'
970,Horse Me,2/16/2020,,"The Hall, Horse Meat Disco, DJ Holographic, , Zone One, Vicki Powell (Deep South/Atlanta), JD Samson (PAT)",https://www.residentadvisor.net/events/1380392,Disco - New York Residency,new york,Delta Flat Day Use Site,https://www.rei.com/campgrounds/camp/115205649/delta-flat-day-use-site,34.3034,-118.2596,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.709397', '-73.9231657'
971,B,2/16/2020,Join us as for a cathartic dancefloor moment this 'Not My President' Holiday Weekend! / Battle Hymn resident ELI ESCOBAR is joined by our Parisian fam KIDDY SMILE for his Battle debut!!! / ----------------------------------------------------------------------------------------------------------,"Eli Escobar, Kiddy Smile , , ",https://www.residentadvisor.net/events/1380493,tle Hymn: Eli Escobar & Kiddy Smile,new york,Wildwood Picnic Site,https://www.rei.com/campgrounds/camp/115201894/wildwood-picnic-site,34.2944,-118.2407,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.7480246', '-73.9947822'
972,718 Sessions Presidents Day Party 2020,2/16/2020,"Sunday, February 16th /  / 718 Sessions /  / Danny Krivit wants You! /  / No work on Monday! President's Day Holiday! / That means we go later than usual! /  / Music in the Good Room by Danny Krivit! /  / Hex Hector & Lauren Murada in the other room! /  / Lights by Ariel /  / Vibe Starts 6pm-Late  / No work Monday! We go late! /  / Still Only $5 for the first 100 People before 7pm / $15 with a flyer or Membership After 7pm and $20 Without. So please arrive early! /  / GOOD ROOM / 98 Meserole Ave / Brooklyn NY 11222","Danny Krivit, Hex Hector, Lauren Murada",https://www.residentadvisor.net/events/1383349,Good Room,new york,Stonyvale Picnic Site,https://www.rei.com/campgrounds/camp/115201892/stonyvale-picnic-site,34.2849,-118.2236,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.7269085', '-73.9528103'
973,Oscar G - President's Day Weekend,2/16/2020,"OSCAR G - Miami’s premier purveyor of House Music (Vocals, Tribal, Afro) brings a presidential set to New York on Sunday Feb 16 for a special holiday weekend appearance.  /  / With over 25 years as one of the world’s premier DJ / Artists, Oscar G has made his impact both through his productions and his deejaying. As one half of the Murk production team, he has been a force along with Ralph Falcon behind worldwide chart-topping dance hits including Fired Up, Dark Beat and Some Lovin’ along with many more. As a solo artist his album releases are essential additions to music collections of house music fans worldwide, as are his two DVD’s recorded live from the Club Space Terrace. As a DJ he has had residencies at Liquid, Club Space and Heart in Miami, and Pacha, Space Ibiza New York and Output in New York, all of which were era defining moments in the history of those two mecca’s of American nightclub culture.  /  / Dress code for this venue - Dress Smart",Oscar G,https://www.residentadvisor.net/events/1372511,Penthouse808,new york,Vogel Flat Picnic Site,https://www.rei.com/campgrounds/camp/115201893/vogel-flat-picnic-site,34.2881,-118.2271,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.68295', '-73.9708'
974,Omar S & Savile,2/16/2020,"Public Records and MeanRed welcome one of Detroit’s finest, Omar S, to the Sound Room for a night of deep, underground house + techno. As the label owner + founder of FXHE, he’s known for producing raw + unfiltered cuts that harken back to the early days of dance music while still bringing innovative production techniques to the scene. With his new album “YOU WANT” dropping in February, you can expect Omar S to mix in some new material with his classic tracks. Public Records resident Savile is kicking the night off.","Omar-S, Savile",https://www.residentadvisor.net/events/1381446,public records,new york,Echo Mountain Picnic Site,https://www.rei.com/campgrounds/camp/115201857/echo-mountain-picnic-site,34.2118,-118.1211,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.6821013', '-73.9865223'
975,ReSolute w Youandewan & Truly Madly,2/16/2020,"RSVP For Location: [email protected] /  / ||| All Day Presidents Day Party ||| /  / Youandewan / Truly Madly (debut) / Will Graff b2b Sergio Dimoff / Rama b2b Rasho /  / Post Valentines and Pre-Presidents Day, we’re going all-day Sunday Funday,  /  / Youandewan returns armed with a record bag that collects the best bits of vintage UK deep/tech house, acid-laced cruisers and deeper strains of golden-era house and techno, Youandewan is always examining these diverse styles with his usual ear for trippy, cerebral moods and driving rhythms. /  / We’re also very excited for the U.S. debut of Truly Madly at ReSolute! In house music's digger community, Truly looms large, but digger's panache is by no means Truly's only draw. His mixes have a craftsmanship that comes from decades of dedication. Each record contrasts perfectly with the one before it...and what better setting to hear this than on our Sunday Funday daytime soirée? Nowhere :)","Youandewan, Truly Madly (debut), Willie Graff b2b Sergio Dimoff, Rama NYC b2b Rasho",https://www.residentadvisor.net/events/1382796,TBA - New York,new york,Angeles National Forest Supervisor's Office,https://www.rei.com/campgrounds/camp/115210435/angeles-national-forest-supervisors-office,34.1481,-118.0338,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,,
976,Mister Sunday Indoors: DJ He,2/16/2020,"→ → MUSIC ← ← /  / Mister Sunday family and one half of Devin Dare, Duane Harriott is joined by Superjane collective co-founder and all-around Chicago legend DJ Heather. /  / → → SAFER SPACE ← ← / In an effort to create a space where all people feel safe, violence, non-consensual touching, racist, homophobic, transphobic, sexist, ageist or other discriminatory language, and leering are not allowed within our walls or in our back yard. /  / If someone says or does anything to make you feel uncomfortable while you’re here, let us know. All our safer space monitors (look for the red armbands on the dance floor), bartenders, security, managers, sound staff and door staff can help you. /  / → → PHONES AND PHOTOS ← ← / Also, for the sake of the vibe, please don’t use your phone or take pictures on or around the dance floor. /  / → → RSVP ← ← /  / RSVP for reduced cover on the Nowadays website.","DJ Heather, Duane Harriott",https://www.residentadvisor.net/events/1361155,her and Duane Harriott,new york,Inspiration Point Interpretive Site,https://www.rei.com/campgrounds/camp/115201871/inspiration-point-interpretive-site,34.2215,-118.1094,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.6928669', '-73.9016974'
977,Tiki Disco · President's Day Weekend,2/16/2020,"TIKI DISCO IS BACK AT HOUSE OF YES! /  / Tiki Disco vibes with Lloydski & Andy Pry in the booth all night strong !! No work on Monday, let's party on Sunday !!!  /  / KEEP UP TO DATE WITH ALL THINGS TIKI AT WWW.TIKIDISCO.COM AND @TIKIDISCO  / 21+ | No Re-Entry /  / House of Yes is a space for everyone to feel welcome. We have a zero tolerance policy for harassment, unwanted touch, homophobic, transphobic, racist, sexist, ableist, or ageist behavior. Always ASK before touching anyone at our events. If someone is making you uncomfortable or harassing you, please come speak to a security guard or ask for a manager. We will believe you, and we will help. All restrooms in our venue are gender neutral. Everyone is free to use the restroom that best fits their gender identity or expression. All entrances and spaces within the venue are single-level. There are stairs leading to the upper portions of the stage, for those who wish to dance in the spotlight. Strobe lights are used during performances and parties. Questions about our consent policy or procedures? Email [email protected]","Andy Pry, Lloydski",https://www.residentadvisor.net/events/1379231,House Of Yes,new york,Nino Picnic Site,https://www.rei.com/campgrounds/camp/115201858/nino-picnic-site,34.2264,-118.1799,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.7007903', '-73.91255985'
978,Ningwalkers with Les Carbonell [Sun AM Feb16],2/16/2020,This Sunday Les Carbonell is taking us to a journey through house music. / _________ / For this week location:  / Text 347.620.6024 / Email: [email protected],Les Carbonell,https://www.residentadvisor.net/events/1389173,TBA - New York,new york,Paul Little Picnic Site,https://www.rei.com/campgrounds/camp/115201859/paul-little-picnic-site,34.2296,-118.1769,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,,
979,Birdcage with Tony Humphries,2/16/2020,,Tony Humphries,https://www.residentadvisor.net/events/1379185,Le Bain,new york,Stonyvale Picnic Site,https://www.rei.com/campgrounds/camp/115201892/stonyvale-picnic-site,34.2849,-118.2236,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.7408533', '-74.0080841942828'
980,Russell E.L. Butler & Ali Berger,2/16/2020,Russell E.L. Butler & Ali Berger play music all night.,"Russell E.L. Butler, Ali Berger",https://www.residentadvisor.net/events/1379599,Jupiter Disco,new york,Echo Mountain Picnic Site,https://www.rei.com/campgrounds/camp/115201857/echo-mountain-picnic-site,34.2118,-118.1211,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.7081511', '-73.9235714'
981,"Sunday Soiree: Ryan Crosson, Brian Dario",2/16/2020,Focusing on quality music & talent while bringing that family & community vibe we cherish every Sunday to TBA Brooklyn. /  / This Sunday w/ /  / Ryan Crosson (Visionquest) / https://soundcloud.com/ryancrosson /  / &  /  / Brian Dario /  / 2-for-1 drinks 10-11pm,"Ryan Crosson, Brian Dario, ",https://www.residentadvisor.net/events/1375911,TBA Brooklyn,new york,Vogel Flat Picnic Site,https://www.rei.com/campgrounds/camp/115201893/vogel-flat-picnic-site,34.2881,-118.2271,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.7111547', '-73.9664122'
982,Kiko Kostadinov x Asics presents: Don't Know How to Party 5: Beau Wanzer/51717/Morenxxx/Gaul Pl,2/16/2020,,"Beau Wanzer, 51717, Morenxxx, Gaul Plus, S & M, Comfort",https://www.residentadvisor.net/events/1389331,Honey's Brooklyn,new york,Angeles National Forest Supervisor's Office,https://www.rei.com/campgrounds/camp/115210435/angeles-national-forest-supervisors-office,34.1481,-118.0338,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.7105126', '-73.9227883'
983,Paradisco by Occupy The Disco,2/16/2020,,Occupy The Disco,https://www.residentadvisor.net/events/1388588,Le Bain,new york,Inspiration Point Interpretive Site,https://www.rei.com/campgrounds/camp/115201871/inspiration-point-interpretive-site,34.2215,-118.1094,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.7408533', '-74.0080841942828'
984,NYCRAVERS presents Get Squanchy 3: A 3 Floor Rick and Morty Raventure,2/16/2020,"ATTENTION INTER-DIMENSIONAL RAVE TRAVELERS! NYCRavers' 3rd annual raving tribute to Rick and Morty returns on 2/16/20 to show New York City how to GET SQUANCHY once again. Featuring 3 FLOORS of squanchy greatness at a beautiful Manhattan Venue, loads of squanchy activities and a squanchy multi genre lineup including DJ Venom, Empress, Christian Bruna, Odyssey and Potpocket. You better squanch tickets while you can as this party will certainly TEAR A HOLE IN THE VERY FABRIC OF SPACETIME WITH ITS AWESOMENESS. /  / --- #GETSQUANCHY --- /  / NYCRavers Presents / Get Squanchy 3  / A Rick and Morty Rave Adventure /  / Sunday February 16th, 2020 / PRESIDENTS DAY WEEKEND / *NO SCHOOL / WORK THE NEXT DAY* /  /  / █▓ SPECIAL FEATURES ▓█ /  / • Sound by DJ H4RDNoX and Audiophiles Entertainment / • Themed GFX Lasers and Intelligent Lighting by Storm Lighting & Sound, 360 Sound and Aperture Inc.  / • Deco Visuals and Larger Than Life Art Installations by NYCRavers / • Video Game Arcade by Mashfest NYC / • Snake Jazz Lounge by Twisted Soundz / • Live ART by Nik Skripta and Lonni Moon / • UV Face/Bodypainting by Christian Diaz / • Tarot Card Readings by Trinity's Tarot / • Event Photography by GotchaBitchez.com and Kat yusibova photography / • Squanchy Free Candy by Purps For President / • Squanchy Vending by Crave NY, Keza Studios, NYCR and more! /  / █▓ SQUANCHY LOCATION ▓█ /  / Habanero Blues / 29 W 36th St / New York, NY 10018 / (Formerly Sankeys NYC / District 36) /  / Located right near Penn Station in NYC this squanchy venue has 3 floors to explore including an arcade in the basement. Truly our best squanchy venue to date!  /  / Watch this venue walkthrough we shot at Submit  / https://youtu.be/7mqBfcAsKEk / (Starts from 3rd floor down to the basement). /  / Many thanks to JP Steinberg and the Submit team for sharing it with us! /  / █▓▒ SQUANCHY TICKETS ▒▓█ /  / $20 Tier 2 are available until 2/9 and then  / $25 Tier 3 tickets until 2/15 / $29 Day of Squanch While Supplies Last /  / SQUANCH PRESALES AT http://squanchy.nycr.me /  / 21+ Event, You Must have VALID ID to enter /  / Buying Presale Tickets = Guaranteed Entry. The last 2 SOLD OUT. /  / █▓ SQUANCHY THEME ▓█ /  / This event is a tribute to Rick and Morty, an animated series about a scientist who discovers interdimensional travel Rick and his Grandson Morty. The show was created by Justin Roiland and Dan Harmon in 2013 and has been renewed for 10 seasons by Adult Swim. This rave is done by fans and we are unfortunately not affiliated with these awesome people. /  / Watch Rick and Morty at https://www.adultswim.com/videos/rick-and-morty/ /  / Brought to you by... / ╔═╦╦╦╦═╦╦╗ / ║║║║║║═╣╔╝ NYCRavers / ╚╩═╬╗╠═╩╝Keeping it Underground since '07 / ───╚═╝ www.NYCRavers.com","Venom, Empress, Christian Bruna, MC Psychedelic, Odyssey, Potpocket, ValDee, DreamMaster, SMILEe, shneur, H4RDNoX, AjaxBeats, Faith in the Glitch, Spryte , Scam Likely",https://www.residentadvisor.net/events/1366339,Habanero Blues,new york,The Pines Picnic Site - Closed,https://www.rei.com/campgrounds/camp/115201860/the-pines-picnic-site-closed,34.2729,-118.1603,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.750577', '-73.985104'
985,Presidents Day Weekend Lounge In Queens,2/16/2020,Presidents Day Weekend  / We Are @ Vibras Lounge In Queens / Ladies Free All Night!  / Music By @ImDjpereira X DjJayfive X @DjAllout X DjManny /  / No Work Or School Next Day!!  / Doors Open @ 11pm.  /  / For Table Reservation Or To Celebrate A Birthday  / Contact Us @ 516-531-3685,@ImDjpereira X DjJayfive X @DjAllout X DjManny,https://www.residentadvisor.net/events/1389529,Vibras,new york,Clear Creek Information Station,https://www.rei.com/campgrounds/camp/115201866/clear-creek-information-station,34.27,-118.1532,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.7723382', '-73.9272822'
986,T,2/16/2020,"—— Accessibility —— / H0L0’s main entrance is via 2 flights of stairs. Load-in elevator access is available to persons with disabilities upon request. If you need assistance entering H0l0, contact the venue via Instagram (@h0l0.nyc) or email ([email protected]). /  / —— Community Guidelines —-- / H0l0 strives to provide an inclusive and supportive space, where people of all demographics can partake in and appreciate creative expression. By attending H0l0, you are agreeing to our community guidelines: /  / Bigotry, including misogyny, racism, white supremacism, transphobia, ableism, anti-blackness, classism and xenophobia, is not tolerated here. This includes language, physical actions and symbolism aimed at dehumanizing marginalized groups. /  / Non-consensual touching, physical, and sexual violence is unacceptable. Respect each-other’s boundaries and personal space.  /  / Do not hesitate to inform staff or performer if you are made uncomfortable, or witness problematic behavior /  / Take accountability for your actions. If your behavior violates the safety and consent of others, you will be asked to leave.","TATI AU MIEL (NYC live debut), Speaker Music (live), DJ Celes, Sammie Jo b2b Trnsgndr/vhs, 10_r3n b2b trngs",https://www.residentadvisor.net/events/1390168,"i Au Miel, Speaker Music, Celes, Sammie Jo b2b Trnsgndr/VHS, 10_r3n b2b Trngs",new york,Switzer Picnic Site,https://www.rei.com/campgrounds/camp/115210214/switzer-picnic-site,34.2661,-118.1441,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.6943278', '-73.9021371'
987,Donuts Are Forever 14,2/16/2020,"Building Beats in association with Rare Form / proudly presents Donuts Are Forever 14 /  / Date: Sunday, February 16th, 2020 / Ages: 21+ / Doors: 6pm / Show: 8pm /  / Donuts Are Forever™ (established in 2007) is Rare Form's annual fundraiser and tribute inspired by the life and music of late producer James ""J Dilla"" Yancey. The name Donuts Are Forever™ (DAF) pays homage to J Dilla's last album, Donuts, released posthumously in February 2006, when J Dilla succumbed to complications from Lupus. Donuts Are Forever™ began as a celebration of life and the acknowledgment of a prolific music career from fans and music lovers.  /  / Sale Dates and Times: /  / Tickets on sale NOW!","Pete Rock, Jadalareign, nina sol, DJ Tara, Hasan Insane",https://www.residentadvisor.net/events/1385922,Brooklyn Bowl,new york,Nino Picnic Site,https://www.rei.com/campgrounds/camp/115201858/nino-picnic-site,34.2264,-118.1799,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.7220528', '-73.9575486'
988,NYC Shipper Party,2/16/2020,Come spend Sunday morning with NYC ShipFam DJs in honor of Destructo's return to Brooklyn. / The venue is only minutes from Kings Hall. / - / https://theticketing.co/events/destructonyc,"Keith Myers, Cruz Cruz, SHLYN, DJ EH, DJ Karen",https://www.residentadvisor.net/events/1390771,TBA - New York,new york,Paul Little Picnic Site,https://www.rei.com/campgrounds/camp/115201859/paul-little-picnic-site,34.2296,-118.1769,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,,
989,"Drip Viii: Precolumbian, Builda, zoomscua, KVN",2/17/2020,Precolumbian  / https://soundcloud.com/precolumbian /  / Builda / https://soundcloud.com/djbuilda /  / zoomscua / https://soundcloud.com/zoomscua /  / KVN / https://soundcloud.com/xkvnx /  / 💧,"Precolumbian, Builda, zoomscua, KVN.",https://www.residentadvisor.net/events/1387541,Bossa Nova Civic Club,new york,Stonyvale Picnic Site,https://www.rei.com/campgrounds/camp/115201892/stonyvale-picnic-site,34.2849,-118.2236,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.69797655', '-73.9279600167073'
990,Paradisco by Occupy The Disco,2/17/2020,,Occupy The Disco,https://www.residentadvisor.net/events/1388588,Le Bain,new york,Echo Mountain Picnic Site,https://www.rei.com/campgrounds/camp/115201857/echo-mountain-picnic-site,34.2118,-118.1211,https://www.tripadvisor.com.br/Attractions-g60763-Activities-New_York_City_New_York.html,'40.7408533', '-74.0080841942828'
